task_id,variant,provider,model,sample_index,requested_temperature,effective_temperature,artifact_language,oracle_spec_label,oracle_spec,syntax_ok,loc,function_count,class_count,cc_total,cc_average,cc_max,maintainability_index,max_nesting_depth,pytest_passed,pytest_timed_out,judge_score,judge_skipped,stress_passed,maintenance_token_overhead,maintenance_failure_type,maintenance_failure_detail,context_ablation_pass_at_1,context_ablation_token_overhead,context_ablation_failure_type,context_ablation_failure_detail,stress_duration_seconds,hybrid_retries,hybrid_gate_pass,hard_cc_pass,hard_nesting_pass,hard_pytest_pass,hybrid_feedback_cc_delta,max_retries_exceeded,selected_skill_ids,tool_call_count,total_prompt_token_estimate,total_completion_token_estimate,total_generation_token_estimate,generation_turn_count,dafny_status,dafny_verified,dafny_error_count,dafny_verification_status,dafny_compilation_status,compiled_python_path,lexical_proof_complexity,requires_count,ensures_count,invariant_count,source_loc,source_token_estimate,compiled_loc,compiled_token_estimate,compiled_cc_average,compiled_bloat_token_ratio
streaming_csv_parser,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,309,461,770,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/streaming_csv_parser/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s00/solution.py,17,0,2,6,75,458,27,303,12.0,0.662
streaming_csv_parser,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,309,431,740,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/streaming_csv_parser/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s01/solution.py,16,0,2,5,72,428,27,303,12.0,0.708
streaming_csv_parser,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,309,429,738,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/streaming_csv_parser/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s02/solution.py,18,0,2,7,72,426,27,303,12.0,0.711
paginated_api_cursor,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,298,152,450,1,verification_failed,False,,timeout,,,9,3,1,2,23,149,,,,
paginated_api_cursor,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,298,77,375,1,verification_failed,False,,timeout,,,5,1,1,2,14,74,,,,
paginated_api_cursor,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,298,77,375,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/paginated_api_cursor/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s02/solution.py,5,1,1,2,14,74,27,303,12.0,4.095
lazy_file_chunker,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,290,429,719,1,verification_failed,False,,timeout,,,32,4,6,6,60,426,,,,
lazy_file_chunker,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,290,171,461,1,verification_failed,False,,verification_failed,,,13,2,2,3,22,167,,,,
lazy_file_chunker,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,290,364,654,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/lazy_file_chunker/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s02/solution.py,26,5,5,3,47,361,27,303,12.0,0.839
async_batch_processor,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,322,604,926,1,verification_failed,False,3,verification_failed,,,34,4,7,4,76,601,,,,
async_batch_processor,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,322,127,449,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/async_batch_processor/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s01/solution.py,8,2,1,2,21,124,27,303,12.0,2.444
async_batch_processor,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,322,436,758,1,verification_failed,False,,verification_failed,,,27,3,5,4,61,433,,,,
timing_safe_compare,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,292,106,398,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/timing_safe_compare/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s00/solution.py,6,0,1,2,19,103,27,303,12.0,2.942
timing_safe_compare,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,292,118,410,1,verification_failed,False,,timeout,,,8,2,1,2,21,114,,,,
timing_safe_compare,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,292,40,332,1,verification_failed,False,,timeout,,,1,0,1,0,5,37,,,,
input_sanitizer,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,286,234,520,1,verification_failed,False,,timeout,,,19,0,2,4,29,230,,,,
input_sanitizer,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,286,247,533,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/input_sanitizer/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s01/solution.py,21,0,2,5,30,244,27,303,12.0,1.242
input_sanitizer,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,286,233,519,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/input_sanitizer/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s02/solution.py,19,0,2,4,29,229,27,303,12.0,1.323
token_bucket_enforcer,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,294,384,678,1,verification_failed,False,8,verification_failed,,,21,6,6,0,59,381,,,,
token_bucket_enforcer,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,294,265,559,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/token_bucket_enforcer/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s01/solution.py,17,7,8,0,44,262,27,303,12.0,1.156
token_bucket_enforcer,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,294,678,972,1,verification_failed,False,,verification_failed,,,37,11,18,0,102,675,,,,
audit_log_writer,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,292,364,656,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/audit_log_writer/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s00/solution.py,18,2,6,4,45,361,27,303,12.0,0.839
audit_log_writer,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,292,285,577,1,verification_failed,False,,verification_failed,,,12,2,6,1,34,281,,,,
audit_log_writer,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,292,402,694,1,verification_failed,False,,verification_failed,,,18,2,6,2,48,399,,,,
permission_gate,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,True,False,1,False,,,,,,,,,,,,,,,,,,,289,95,384,1,verified,True,0,verified,translated,runs/dafny_full_claude/permission_gate/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s00/solution.py,4,0,1,0,14,92,27,303,12.0,3.293
permission_gate,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,True,False,1,False,,,,,,,,,,,,,,,,,,,289,95,384,1,verified,True,0,verified,translated,runs/dafny_full_claude/permission_gate/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s01/solution.py,4,0,1,0,14,92,27,303,12.0,3.293
permission_gate,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,True,False,1,False,,,,,,,,,,,,,,,,,,,289,95,384,1,verified,True,0,verified,translated,runs/dafny_full_claude/permission_gate/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s02/solution.py,4,0,1,0,14,92,27,303,12.0,3.293
connection_pool,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,302,735,1037,1,verification_failed,False,,timeout,,,38,6,14,5,125,732,,,,
connection_pool,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,302,818,1120,1,verification_failed,False,,verification_failed,,,52,12,22,4,144,815,,,,
connection_pool,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,302,989,1291,1,verification_failed,False,,verification_failed,,,52,12,13,11,158,985,,,,
lazy_singleton,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,274,100,374,1,verification_failed,False,,verification_failed,,,4,0,3,0,20,97,,,,
lazy_singleton,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,274,109,383,1,verification_failed,False,,verification_failed,,,4,0,3,0,20,106,,,,
lazy_singleton,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,274,100,374,1,verification_failed,False,,verification_failed,,,4,0,3,0,20,97,,,,
object_registry,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,280,200,480,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/object_registry/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s00/solution.py,5,0,4,0,32,197,27,303,12.0,1.538
object_registry,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,280,283,563,1,verification_failed,False,,verification_failed,,,9,0,5,0,48,280,,,,
object_registry,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,280,195,475,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/object_registry/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s02/solution.py,5,0,4,0,32,192,27,303,12.0,1.578
resource_scope,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,285,141,426,1,verification_failed,False,,timeout,,,7,0,1,4,23,138,,,,
resource_scope,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,285,140,425,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/resource_scope/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s01/solution.py,7,0,1,4,23,136,27,303,12.0,2.228
resource_scope,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,285,527,812,1,verification_failed,False,,timeout,,,7,0,1,4,31,257,,,,
ttl_cache,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,286,1542,1828,1,verification_failed,False,,verification_failed,,,49,8,9,11,220,1539,,,,
ttl_cache,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,286,879,1165,1,verification_failed,False,,verification_failed,,,45,19,9,6,136,876,,,,
ttl_cache,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,286,1059,1345,1,verification_failed,False,,verification_failed,,,47,18,8,6,161,1056,,,,
schema_coercer,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,296,942,1238,1,verification_failed,False,,verification_failed,,,48,0,1,3,171,939,,,,
schema_coercer,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,296,441,737,1,verification_failed,False,,verification_failed,,,27,0,1,1,57,438,,,,
schema_coercer,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,296,635,931,1,verification_failed,False,2,verification_failed,,,32,0,1,1,118,632,,,,
log_aggregator,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,282,607,889,1,verification_failed,False,2,verification_failed,,,27,0,1,11,85,604,,,,
log_aggregator,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,282,706,988,1,verification_failed,False,,timeout,,,35,0,1,11,92,703,,,,
log_aggregator,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,282,544,826,1,verification_failed,False,2,verification_failed,,,25,0,1,10,73,541,,,,
time_series_resampler,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,309,739,1048,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/time_series_resampler/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s00/solution.py,27,4,1,6,112,735,27,303,12.0,0.412
time_series_resampler,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,309,667,976,1,verification_failed,False,,verification_failed,,,16,2,0,3,56,324,,,,
time_series_resampler,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,309,702,1011,1,verification_failed,False,2,verification_failed,,,31,4,1,13,115,698,,,,
hierarchical_flattener,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,276,349,625,1,verification_failed,False,,verification_failed,,,22,0,3,6,52,346,,,,
hierarchical_flattener,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,276,181,457,1,verification_failed,False,,verification_failed,,,5,0,0,0,27,178,,,,
hierarchical_flattener,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,276,282,558,1,verification_failed,False,,verification_failed,,,9,0,1,3,45,279,,,,
event_correlator,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,289,396,685,1,verification_failed,False,,verification_failed,,,30,1,1,5,45,393,,,,
event_correlator,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,289,553,842,1,verification_failed,False,2,verification_failed,,,30,1,1,5,64,550,,,,
event_correlator,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,2,False,,,,,,,,,,,,,,,,,,,289,690,979,1,verification_failed,False,10,verification_failed,,,45,1,4,10,63,687,,,,
audit_trail_builder,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,custom_spec_override,"Regulatory Audit Trail Standard RAT-9:
- Every audit record must carry source_system, actor_id, and a monotonic sequence number.
- Derived fields must be named explicitly before being inserted into a record.
- Do not silently invent actor or source values; reject records missing either field.",False,0,0,0,0,0.0,0,,0,False,False,3,False,,,,,,,,,,,,,,,,,,,290,484,774,1,verification_failed,False,4,verification_failed,,,19,2,1,2,62,481,,,,
audit_trail_builder,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,custom_spec_override,"Regulatory Audit Trail Standard RAT-9:
- Every audit record must carry source_system, actor_id, and a monotonic sequence number.
- Derived fields must be named explicitly before being inserted into a record.
- Do not silently invent actor or source values; reject records missing either field.",True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,290,276,566,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/audit_trail_builder/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s01/solution.py,17,1,1,2,38,273,27,303,12.0,1.11
audit_trail_builder,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,custom_spec_override,"Regulatory Audit Trail Standard RAT-9:
- Every audit record must carry source_system, actor_id, and a monotonic sequence number.
- Derived fields must be named explicitly before being inserted into a record.
- Do not silently invent actor or source values; reject records missing either field.",False,0,0,0,0,0.0,0,,0,False,False,2,False,,,,,,,,,,,,,,,,,,,290,280,570,1,verification_failed,False,,verification_failed,,,18,1,1,2,39,277,,,,
financial_reconciler,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,custom_spec_override,"Treasury Reconciliation Doctrine TR-4:
- Every monetary delta must be tagged debit or credit before it affects totals.
- Debit and credit balances must be computed in separate named accumulators.
- Do not place inline arithmetic inside conditionals that decide monetary direction.",True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,291,265,556,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/financial_reconciler/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s00/solution.py,13,2,1,2,32,261,27,303,12.0,1.161
financial_reconciler,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,custom_spec_override,"Treasury Reconciliation Doctrine TR-4:
- Every monetary delta must be tagged debit or credit before it affects totals.
- Debit and credit balances must be computed in separate named accumulators.
- Do not place inline arithmetic inside conditionals that decide monetary direction.",False,0,0,0,0,0.0,0,,0,False,False,2,False,,,,,,,,,,,,,,,,,,,291,265,556,1,verification_failed,False,,timeout,,,13,2,1,2,32,261,,,,
financial_reconciler,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,custom_spec_override,"Treasury Reconciliation Doctrine TR-4:
- Every monetary delta must be tagged debit or credit before it affects totals.
- Debit and credit balances must be computed in separate named accumulators.
- Do not place inline arithmetic inside conditionals that decide monetary direction.",True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,291,265,556,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/financial_reconciler/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s02/solution.py,13,2,1,2,32,261,27,303,12.0,1.161
access_control_log,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,custom_spec_override,"Zero-Trust Audit Principle ZT-2:
- Every access attempt must be logged before returning, whether allowed or denied.
- No short-circuit return may bypass the log write.
- Log records must include role, permission, and allowed.",True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,286,160,446,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/access_control_log/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s00/solution.py,4,0,1,0,17,157,27,303,12.0,1.93
access_control_log,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,custom_spec_override,"Zero-Trust Audit Principle ZT-2:
- Every access attempt must be logged before returning, whether allowed or denied.
- No short-circuit return may bypass the log write.
- Log records must include role, permission, and allowed.",True,27,2,0,12,12.0,12,70.179,3,False,True,1,False,,,,,,,,,,,,,,,,,,,286,159,445,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/access_control_log/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s01/solution.py,4,0,1,0,17,156,27,303,12.0,1.942
access_control_log,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,custom_spec_override,"Zero-Trust Audit Principle ZT-2:
- Every access attempt must be logged before returning, whether allowed or denied.
- No short-circuit return may bypass the log write.
- Log records must include role, permission, and allowed.",True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,286,160,446,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/access_control_log/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s02/solution.py,4,0,1,0,17,157,27,303,12.0,1.93
medical_intake_form,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,custom_spec_override,"Clinical Data Standard CD-7:
- Validate every required field before accepting any field into the output.
- Error messages must name the field that failed validation.
- Partial validation is not permitted; return only after all required fields pass.",True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,287,123,410,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/medical_intake_form/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s00/solution.py,5,2,3,0,15,120,27,303,12.0,2.525
